tax_id,address,city,zip,beds,baths,sqft,year_built,property_type,sale_date,sale_price,file,sub_address,search_by_address,geometry,lat,lng
302388,705 Snowberry LN  Unit #203,Breckenridge,80424,2,3,1154,1972,Condominium,10/25/17,540000,2017,705 Snowberry LN,705+Snowberry+LN+Breckenridge+CO,"{'lat': 39.4742863, 'lng': -106.0448887}",39.474286299999996,-106.04488870000002
302257,720 Columbine RD  Unit #D,Breckenridge,80424,2,2,1032,1979,Condominium,11/17/17,614000,2017,720 Columbine RD,720+Columbine+RD+Breckenridge+CO,"{'lat': 39.4749205, 'lng': -106.0457409}",39.4749205,-106.0457409
301864,745 Columbine RD  Unit #A-303,Breckenridge,80424,1,2,939,1978,Condominium,10/31/17,525000,2017,745 Columbine RD,745+Columbine+RD+Breckenridge+CO,"{'lat': 39.4750374, 'lng': -106.0460508}",39.4750374,-106.04605079999999
301899,765 Columbine RD  Unit #C-203,Breckenridge,80424,1,2,939,1978,Condominium,1/20/17,519000,2017,765 Columbine RD,765+Columbine+RD+Breckenridge+CO,"{'lat': 39.473846, 'lng': -106.046615}",39.473846,-106.04661499999999
302213,203 S High ST,Breckenridge,80424,2,1,928,1900,Sfr,11/29/17,637500,2017,203 S High ST,203+S+High+ST+Breckenridge+CO,"{'lat': 39.4809132, 'lng': -106.0414015}",39.4809132,-106.04140149999999
301850,214 N Main ST  Unit #22,Breckenridge,80424,1,1,425,1966,Condominium,10/6/17,265000,2017,214 N Main ST,214+N+Main+ST+Breckenridge+CO,"{'lat': 39.484426, 'lng': -106.0456949}",39.484426,-106.0456949
301216,935 Columbine RD  Unit #102,Breckenridge,80424,2,2,850,1971,Condominium,4/27/17,500000,2017,935 Columbine RD,935+Columbine+RD+Breckenridge+CO,"{'lat': 39.4726567, 'lng': -106.0454424}",39.4726567,-106.04544240000001
301206,214 S Harris ST  Unit #113,Breckenridge,80424,1,1,480,1971,Condominium,1/24/17,249000,2017,214 S Harris ST,214+S+Harris+ST+Breckenridge+CO,"{'lat': 39.4801619, 'lng': -106.0418377}",39.4801619,-106.04183770000002
301050,800 Columbine RD  Unit #9,Breckenridge,80424,2,2,1148,1974,Condominium,9/22/17,640000,2017,800 Columbine RD,800+Columbine+RD+Breckenridge+CO,"{'lat': 39.4731432, 'lng': -106.0456261}",39.4731432,-106.04562609999999
301014,308 S Ridge ST  Unit #3,Breckenridge,80424,2,1,712,1966,Condominium,1/19/17,402550,2017,308 S Ridge ST,308+S+Ridge+ST+Breckenridge+CO,"{'lat': 39.479, 'lng': -106.04417}",39.479,-106.04417
301213,465 Four Oclock RD  Unit #W-1,Breckenridge,80424,1,1,737,1973,Condominium,5/25/17,425000,2017,465 Four Oclock RD,465+Four+Oclock+RD+Breckenridge+CO,"{'lat': 39.4793435, 'lng': -106.0501492}",39.4793435,-106.0501492
301365,326 N Main ST  Unit #22,Breckenridge,80424,2,2,864,1972,Condominium,7/3/17,395000,2017,326 N Main ST,326+N+Main+ST+Breckenridge+CO,"{'lat': 39.4869375, 'lng': -106.0458856}",39.4869375,-106.04588559999999
301476,301 N French ST  Unit #107,Breckenridge,80424,1,1,442,1972,Condominium,6/22/17,250000,2017,301 N French ST,301+N+French+ST+Breckenridge+CO,"{'lat': 39.4849238, 'lng': -106.0449602}",39.4849238,-106.04496019999999
301408,111 N Pine ST,Breckenridge,80424,4,4,3558,1972,Sfr,6/30/17,1300000,2017,111 N Pine ST,111+N+Pine+ST+Breckenridge+CO,"{'lat': 39.4837861, 'lng': -106.0391974}",39.4837861,-106.03919740000002
301296,455 Village RD  Unit #215,Breckenridge,80424,1,1,545,1974,Condominium,7/10/17,409560,2017,455 Village RD,455+Village+RD+Breckenridge+CO,"{'lat': 39.4765494, 'lng': -106.0490012}",39.4765494,-106.0490012
301153,111 Royal Tiger RD,Breckenridge,80424,6,4,4234,1986,Sfr,3/10/17,1313000,2017,111 Royal Tiger RD,111+Royal+Tiger+RD+Breckenridge+CO,"{'lat': 39.484204, 'lng': -106.0379117}",39.484204,-106.03791170000001
301160,214 S Ridge ST  Unit #3,Breckenridge,80424,3,2,1348,1972,Condominium,2/10/17,500000,2017,214 S Ridge ST,214+S+Ridge+ST+Breckenridge+CO,"{'lat': 39.4802567, 'lng': -106.0441507}",39.480256700000005,-106.0441507
3009662,5557 Montezuma RD,Montezuma,80435,3,2,1854,1988,Sfr,11/9/17,569000,2017,5557 Montezuma RD,5557+Montezuma+RD+Montezuma+CO,"{'lat': 39.587146, 'lng': -105.8644421}",39.587146000000004,-105.86444209999999
301513,112 S Harris ST,Breckenridge,80424,4,6,4450,2016,Sfr,4/28/17,2800000,2017,112 S Harris ST,112+S+Harris+ST+Breckenridge+CO,"{'lat': 39.4814272, 'lng': -106.042228}",39.481427200000006,-106.04222800000001
301149,121 Royal Tiger RD,Breckenridge,80424,4,3,4310,1971,Sfr,6/5/17,975100,2017,121 Royal Tiger RD,121+Royal+Tiger+RD+Breckenridge+CO,"{'lat': 39.4853205, 'lng': -106.0378198}",39.4853205,-106.03781979999998
300745,105 E Adams AVE,Breckenridge,80424,3,5,2590,1978,Sfr,1/26/17,850000,2017,105 E Adams AVE,105+E+Adams+AVE+Breckenridge+CO,"{'lat': 39.4794683, 'lng': -106.0449373}",39.47946829999999,-106.04493729999999
300951,945 Four Oclock RD,Breckenridge,80424,4,4,2679,1973,Sfr,9/20/17,1395000,2017,945 Four Oclock RD,945+Four+Oclock+RD+Breckenridge+CO,"{'lat': 39.47833079999999, 'lng': -106.0558545}",39.47833079999999,-106.0558545
300624,820 Columbine RD  Unit #18,Breckenridge,80424,2,3,1500,1974,Condominium,7/27/17,377500,2017,820 Columbine RD,820+Columbine+RD+Breckenridge+CO,"{'lat': 39.4735334, 'lng': -106.0452357}",39.4735334,-106.0452357
3009359,21700 Us Highway 6  Unit #2019,Dillon,80435,2,2,1183,1978,Condominium,6/28/17,390000,2017,21700 Us Highway 6,21700+Us+Highway+6+Dillon+CO,"{'lat': 39.60464, 'lng': -105.977572}",39.60464,-105.977572
300593,146 Broken Lance DR  Unit #11,Breckenridge,80424,1,1,576,1975,Condominium,4/6/17,370100,2017,146 Broken Lance DR,146+Broken+Lance+DR+Breckenridge+CO,"{'lat': 39.4735947, 'lng': -106.0444616}",39.47359470000001,-106.04446159999999
300579,550 Four Oclock RD  Unit #3,Breckenridge,80424,1,1,284,1972,Condominium,6/20/17,227000,2017,550 Four Oclock RD,550+Four+Oclock+RD+Breckenridge+CO,"{'lat': 39.4794748, 'lng': -106.0518713}",39.4794748,-106.0518713
300935,550 S French ST  Unit #101,Breckenridge,80424,2,2,789,1973,Condominium,10/16/17,545000,2017,550 S French ST,550+S+French+ST+Breckenridge+CO,"{'lat': 39.4767241, 'lng': -106.0407816}",39.476724100000006,-106.04078159999999
300921,112 Royal Tiger RD,Breckenridge,80424,4,3,3922,1966,Sfr,12/8/17,1250000,2017,112 Royal Tiger RD,112+Royal+Tiger+RD+Breckenridge+CO,"{'lat': 39.4840914, 'lng': -106.0370499}",39.4840914,-106.03704990000001
300874,326 N Main ST  Unit #10,Breckenridge,80424,2,2,864,1972,Condominium,9/29/17,459000,2017,326 N Main ST,326+N+Main+ST+Breckenridge+CO,"{'lat': 39.4869375, 'lng': -106.0458856}",39.4869375,-106.04588559999999
3006123,307 CR 1353,Silverthorne,80498,4,4,4818,2001,Sfr,12/19/17,1109750,2017,307th,307th+Silverthorne+CO,"{'lat': 39.7246447, 'lng': -106.144211}",39.7246447,-106.144211
300733,107 N Harris ST  Unit #112,Breckenridge,80424,2,2,1056,1974,Condominium,12/8/17,575000,2017,107 N Harris ST,107+N+Harris+ST+Breckenridge+CO,"{'lat': 39.4830288, 'lng': -106.0433071}",39.48302879999999,-106.04330709999999
3006047,22340 Us Highway 6  Unit #1787,Dillon,80435,4,3,2051,1979,Condominium,8/18/17,622500,2017,22340 Us Highway 6,22340+Us+Highway+6+Dillon+CO,"{'lat': 39.6068992, 'lng': -105.9642212}",39.6068992,-105.96422120000001
300658,455 Village RD  Unit #503,Breckenridge,80424,2,2,804,1974,Condominium,12/20/17,500000,2017,455 Village RD,455+Village+RD+Breckenridge+CO,"{'lat': 39.4765494, 'lng': -106.0490012}",39.4765494,-106.0490012
300943,550 S French ST  Unit #111,Breckenridge,80424,2,2,789,1973,Condominium,5/19/17,435000,2017,550 S French ST,550+S+French+ST+Breckenridge+CO,"{'lat': 39.4767241, 'lng': -106.0407816}",39.476724100000006,-106.04078159999999
300904,110 Sawmill RD  Unit #4-B,Breckenridge,80424,1,1,296,1964,Condominium,7/21/17,208000,2017,110 Sawmill RD,110+Sawmill+RD+Breckenridge+CO,"{'lat': 39.4812164, 'lng': -106.0505625}",39.4812164,-106.0505625
300854,800 Columbine RD  Unit #5,Breckenridge,80424,2,2,980,1974,Condominium,7/27/17,575000,2017,800 Columbine RD,800+Columbine+RD+Breckenridge+CO,"{'lat': 39.4731432, 'lng': -106.0456261}",39.4731432,-106.04562609999999
300572,805 Columbine RD  Unit #205,Breckenridge,80424,2,3,1300,1971,Condominium,11/3/17,675000,2017,805 Columbine RD,805+Columbine+RD+Breckenridge+CO,"{'lat': 39.473236, 'lng': -106.046612}",39.473236,-106.04661200000001
300805,214 S Harris ST  Unit #205,Breckenridge,80424,1,1,480,1971,Condominium,12/4/17,271000,2017,214 S Harris ST,214+S+Harris+ST+Breckenridge+CO,"{'lat': 39.4801619, 'lng': -106.0418377}",39.4801619,-106.04183770000002
300617,455 Village RD  Unit #113,Breckenridge,80424,1,1,543,1974,Condominium,4/10/17,385900,2017,455 Village RD,455+Village+RD+Breckenridge+CO,"{'lat': 39.4765494, 'lng': -106.0490012}",39.4765494,-106.0490012
3006034,22340 Us Highway 6  Unit #1774,Dillon,80435,2,2,1361,1979,Condominium,6/30/17,143000,2017,22340 Us Highway 6,22340+Us+Highway+6+Dillon+CO,"{'lat': 39.6068992, 'lng': -105.9642212}",39.6068992,-105.96422120000001
3006065,22340 Us Highway 6  Unit #1805,Dillon,80435,1,1,825,1979,Condominium,3/31/17,294000,2017,22340 Us Highway 6,22340+Us+Highway+6+Dillon+CO,"{'lat': 39.6068992, 'lng': -105.9642212}",39.6068992,-105.96422120000001
300883,326 N Main ST  Unit #21,Breckenridge,80424,2,2,864,1972,Condominium,11/29/17,452000,2017,326 N Main ST,326+N+Main+ST+Breckenridge+CO,"{'lat': 39.4869375, 'lng': -106.0458856}",39.4869375,-106.04588559999999
300736,107 N Harris ST  Unit #109,Breckenridge,80424,1,1,534,1974,Condominium,4/6/17,324900,2017,107 N Harris ST,107+N+Harris+ST+Breckenridge+CO,"{'lat': 39.4830288, 'lng': -106.0433071}",39.48302879999999,-106.04330709999999
3006128,730 CR 1353,Silverthorne,80498,3,4,4186,2003,Sfr,4/7/17,818000,2017,730th,730th+Silverthorne+CO,"{'lat': 39.7216743, 'lng': -106.1511535}",39.7216743,-106.1511535
300231,311 S High ST  Unit #213,Breckenridge,80424,2,1,823,1971,Condominium,9/21/17,435000,2017,311 S High ST,311+S+High+ST+Breckenridge+CO,"{'lat': 39.4789463, 'lng': -106.0410896}",39.4789463,-106.04108959999999
3001654,0180 Tennis Club RD  Unit #1659,Dillon,80435,3,3,1649,1980,Condominium,3/31/17,487500,2017,0180 Tennis Club RD,0180+Tennis+Club+RD+Dillon+CO,"{'lat': 39.608574, 'lng': -105.9750379}",39.608574,-105.97503789999999
3001605,393 Wild Irishman RD  Unit #16101,Dillon,80435,2,2,897,1972,Condominium,9/26/17,335100,2017,393 Wild Irishman RD,393+Wild+Irishman+RD+Dillon+CO,"{'lat': 39.60424, 'lng': -105.97283}",39.604240000000004,-105.97283
3001549,21630 Us Highway 6  Unit #2145,Dillon,80435,2,3,1397,1979,Condominium,9/30/17,540000,2017,21630 Us Highway 6,21630+Us+Highway+6+Dillon+CO,"{'lat': 39.6041785, 'lng': -105.980857}",39.604178499999996,-105.980857
3001519,21640 Us Highway 6  Unit #2115,Dillon,80435,2,2,1238,1979,Condominium,5/18/17,100500,2017,21640 Us Highway 6,21640+Us+Highway+6+Dillon+CO,"{'lat': 39.6036883, 'lng': -105.9794339}",39.603688299999995,-105.97943390000002
3001514,21650 Us Highway 6  Unit #2110,Dillon,80435,2,2,1223,1979,Condominium,8/1/17,430500,2017,21650 Us Highway 6,21650+Us+Highway+6+Dillon+CO,"{'lat': 39.6042463, 'lng': -105.9820991}",39.6042463,-105.9820991
3001767,22320 Us Highway 6  Unit #1758,Dillon,80435,1,1,869,1977,Condominium,8/16/17,319000,2017,22320 Us Highway 6,22320+Us+Highway+6+Dillon+CO,"{'lat': 39.6068755, 'lng': -105.9649734}",39.6068755,-105.96497340000002
3001630,120 Tennis Club RD  Unit #1635,Dillon,80435,2,2,1337,1980,Condominium,6/2/17,415000,2017,120 Tennis Club RD,120+Tennis+Club+RD+Dillon+CO,"{'lat': 39.607851, 'lng': -105.9758403}",39.607851000000004,-105.97584029999999
300502,301 N French ST  Unit #204,Breckenridge,80424,1,1,442,1972,Condominium,9/29/17,260000,2017,301 N French ST,301+N+French+ST+Breckenridge+CO,"{'lat': 39.4849238, 'lng': -106.0449602}",39.4849238,-106.04496019999999
300188,502 Wellington RD,Breckenridge,80424,3,4,3648,1967,Sfr,3/24/17,628000,2017,502 Wellington RD,502+Wellington+RD+Breckenridge+CO,"{'lat': 39.48707690000001, 'lng': -106.0385102}",39.48707690000001,-106.03851019999999
3001629,120 Tennis Club RD  Unit #1634,Dillon,80435,2,2,1333,1980,Condominium,9/25/17,445000,2017,120 Tennis Club RD,120+Tennis+Club+RD+Dillon+CO,"{'lat': 39.607851, 'lng': -105.9758403}",39.607851000000004,-105.97584029999999
3001564,21620 Us Highway 6  Unit #2160,Dillon,80435,2,2,1102,1979,Condominium,8/14/17,450000,2017,21620 Us Highway 6,21620+Us+Highway+6+Dillon+CO,"{'lat': 39.60420360000001, 'lng': -105.9827201}",39.60420360000001,-105.9827201
3001551,21630 Us Highway 6  Unit #2147,Dillon,80435,2,2,1147,1979,Condominium,10/18/17,469000,2017,21630 Us Highway 6,21630+Us+Highway+6+Dillon+CO,"{'lat': 39.6041785, 'lng': -105.980857}",39.604178499999996,-105.980857
3001525,21640 Us Highway 6  Unit #2121,Dillon,80435,1,2,865,1979,Condominium,9/6/17,325000,2017,21640 Us Highway 6,21640+Us+Highway+6+Dillon+CO,"{'lat': 39.6036883, 'lng': -105.9794339}",39.603688299999995,-105.97943390000002
3001709,21610 Us Highway 6  Unit #2171,Dillon,80435,2,2,1174,1980,Condominium,5/12/17,400000,2017,21610 Us Highway 6,21610+Us+Highway+6+Dillon+CO,"{'lat': 39.6041873, 'lng': -105.9829244}",39.6041873,-105.9829244
3001662,240 Tennis Club RD  Unit #1667,Dillon,80435,1,1,966,1980,Condominium,4/18/17,74892,2017,240 Tennis Club RD,240+Tennis+Club+RD+Dillon+CO,"{'lat': 39.60849, 'lng': -105.97415}",39.60849,-105.97415
3001478,106 Tally Ho CT,Dillon,80435,4,4,2464,1979,Sfr,8/22/17,760000,2017,106 Tally Ho CT,106+Tally+Ho+CT+Dillon+CO,"{'lat': 39.6012997, 'lng': -106.0036598}",39.601299700000006,-106.0036598
3001073,22300 Us Highway 6  Unit #1734,Dillon,80435,2,2,1280,1977,Condominium,9/28/17,403500,2017,22300 Us Highway 6,22300+Us+Highway+6+Dillon+CO,"{'lat': 39.6070251, 'lng': -105.9659025}",39.6070251,-105.96590249999998
3000955,22280 Us Highway 6  Unit #1703,Dillon,80435,1,1,993,1976,Condominium,6/23/17,387000,2017,22280 Us Highway 6,22280+Us+Highway+6+Dillon+CO,"{'lat': 39.6071642, 'lng': -105.9667538}",39.60716420000001,-105.96675379999999
3001448,21670 Us Highway 6  Unit #2073,Dillon,80435,2,2,1388,1979,Condominium,12/18/17,520000,2017,21670 Us Highway 6,21670+Us+Highway+6+Dillon+CO,"{'lat': 39.6032675, 'lng': -105.9780253}",39.6032675,-105.9780253
3001244,22320 Us Highway 6  Unit #1755,Dillon,80435,2,2,1346,1977,Condominium,5/2/17,442000,2017,22320 Us Highway 6,22320+Us+Highway+6+Dillon+CO,"{'lat': 39.6068755, 'lng': -105.9649734}",39.6068755,-105.96497340000002
3001222,1944 Soda Ridge RD  Unit #1228,Dillon,80435,3,2,1411,1977,Condominium,11/27/17,540000,2017,1944 Soda Ridge RD,1944+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6009028, 'lng': -105.9748727}",39.6009028,-105.97487269999999
3001082,22300 Us Highway 6  Unit #1743,Dillon,80435,2,3,1510,1977,Condominium,3/22/17,455000,2017,22300 Us Highway 6,22300+Us+Highway+6+Dillon+CO,"{'lat': 39.6070251, 'lng': -105.9659025}",39.6070251,-105.96590249999998
3001051,090 Tennis Club RD  Unit #1618,Dillon,80435,2,2,1401,1977,Condominium,6/1/17,382500,2017,090 Tennis Club RD,090+Tennis+Club+RD+Dillon+CO,"{'lat': 39.6088925, 'lng': -105.9744792}",39.608892499999996,-105.97447920000002
3001032,060 Tennis Club RD  Unit #1600,Dillon,80435,1,1,929,1977,Condominium,11/20/17,280000,2017,060 Tennis Club RD,060+Tennis+Club+RD+Dillon+CO,"{'lat': 39.6087488, 'lng': -105.9748657}",39.608748799999994,-105.97486570000001
3001135,142 Penstemon RD,Dillon,80435,4,3,4164,1979,Sfr,10/23/17,1200000,2017,142 Penstemon RD,142+Penstemon+RD+Dillon+CO,"{'lat': 39.5858302, 'lng': -105.9973582}",39.585830200000004,-105.9973582
3001146,63 Saxifrage RD,Dillon,80435,3,4,2832,1978,Sfr,12/8/17,810000,2017,63 Saxifrage RD,63+Saxifrage+RD+Dillon+CO,"{'lat': 39.5839969, 'lng': -105.9941124}",39.583996899999995,-105.9941124
3000931,175 Argentine CT  Unit #1523,Dillon,80435,2,2,1329,1976,Condominium,4/28/17,385000,2017,175 Argentine CT,175+Argentine+CT+Dillon+CO,"{'lat': 39.606337, 'lng': -105.9683461}",39.606336999999996,-105.96834609999999
300100,214 S Harris ST  Unit #207,Breckenridge,80424,1,1,480,1971,Condominium,10/18/17,290000,2017,214 S Harris ST,214+S+Harris+ST+Breckenridge+CO,"{'lat': 39.4801619, 'lng': -106.0418377}",39.4801619,-106.04183770000002
3000956,22280 Us Highway 6  Unit #1704,Dillon,80435,1,2,993,1976,Condominium,8/28/17,405000,2017,22280 Us Highway 6,22280+Us+Highway+6+Dillon+CO,"{'lat': 39.6071642, 'lng': -105.9667538}",39.60716420000001,-105.96675379999999
3001433,21680 Us Highway 6  Unit #2058,Dillon,80435,1,3,1503,1979,Condominium,7/14/17,367500,2017,21680 Us Highway 6,21680+Us+Highway+6+Dillon+CO,"{'lat': 39.603812, 'lng': -105.9783558}",39.603812,-105.9783558
3001420,21690 Us Highway 6  Unit #2045,Dillon,80435,2,2,1413,1978,Condominium,8/31/17,497500,2017,21690 Us Highway 6,21690+Us+Highway+6+Dillon+CO,"{'lat': 39.604473, 'lng': -105.978481}",39.604473,-105.978481
3001130,314 Penstemon RD,Dillon,80435,4,4,4212,1991,Sfr,12/8/17,1125000,2017,314 Penstemon RD,314+Penstemon+RD+Dillon+CO,"{'lat': 39.5873379, 'lng': -105.999886}",39.587337899999994,-105.999886
3001039,060 Tennis Club RD  Unit #1607,Dillon,80435,2,2,1383,1977,Condominium,7/18/17,380000,2017,060 Tennis Club RD,060+Tennis+Club+RD+Dillon+CO,"{'lat': 39.6087488, 'lng': -105.9748657}",39.608748799999994,-105.97486570000001
500204,64 Red Feather RD,Breckenridge,80424,3,2,1467,1973,Sfr,12/20/17,525000,2017,64 Red Feather RD,64+Red+Feather+RD+Breckenridge+CO,"{'lat': 39.4665741, 'lng': -106.0437146}",39.4665741,-106.0437146
303369,1001 Grandview DR  Unit #6,Breckenridge,80424,2,2,861,1982,Condominium,12/19/17,110000,2017,1001 Grandview DR,1001+Grandview+DR+Breckenridge+CO,"{'lat': 39.4790134, 'lng': -106.0584112}",39.4790134,-106.0584112
3001490,21650 Us Highway 6  Unit #2086,Dillon,80435,2,2,1454,1979,Condominium,8/9/17,260000,2017,21650 Us Highway 6,21650+Us+Highway+6+Dillon+CO,"{'lat': 39.6042463, 'lng': -105.9820991}",39.6042463,-105.9820991
601900,89310 Ryan Gulch RD  Unit #303,Silverthorne,80498,2,2,976,1982,Condominium,9/29/17,350000,2017,89310 Ryan Gulch RD,89310+Ryan+Gulch+RD+Silverthorne+CO,"{'lat': 39.6199683, 'lng': -106.1019947}",39.6199683,-106.10199469999999
3001250,22320 Us Highway 6  Unit #1761,Dillon,80435,2,2,1168,1977,Condominium,4/24/17,395000,2017,22320 Us Highway 6,22320+Us+Highway+6+Dillon+CO,"{'lat': 39.6068755, 'lng': -105.9649734}",39.6068755,-105.96497340000002
601097,6923 Ryan Gulch RD  Unit #6923,Silverthorne,80498,2,2,910,1978,Condominium,11/29/17,345000,2017,6923 Ryan Gulch RD,6923+Ryan+Gulch+RD+Silverthorne+CO,"{'lat': 39.6184133, 'lng': -106.0900026}",39.6184133,-106.09000259999998
4400235,143 Blue Grouse LN,Silverthorne,80498,2,2,1791,1997,Sfr,1/26/17,512000,2017,143 Blue Grouse LN,143+Blue+Grouse+LN+Silverthorne+CO,"{'lat': 39.6538511, 'lng': -106.0831463}",39.6538511,-106.0831463
301210,100 N Gold Flake TER  Unit #B,Breckenridge,80424,2,2,950,1972,Condominium,4/12/17,440000,2017,100 N Gold Flake TER,100+N+Gold+Flake+TER+Breckenridge+CO,"{'lat': 39.4823483, 'lng': -106.0396106}",39.4823483,-106.03961059999999
304349,120 Sawmill RD  Unit #107,Breckenridge,80424,1,1,448,1987,Condominium,1/24/17,346000,2017,120 Sawmill RD,120+Sawmill+RD+Breckenridge+CO,"{'lat': 39.4806397, 'lng': -106.0512973}",39.480639700000005,-106.0512973
4200800,1205 W Keystone RD  Unit #2776,Dillon,80435,1,1,398,1986,Condominium,11/22/17,184900,2017,1205 W Keystone RD,1205+W+Keystone+RD+Dillon+CO,"{'lat': 39.605253, 'lng': -105.95503}",39.605253000000005,-105.95503000000001
304445,730 Columbine RD  Unit #25,Breckenridge,80424,2,2,1083,1972,Condominium,10/19/17,639265,2017,730 Columbine RD,730+Columbine+RD+Breckenridge+CO,"{'lat': 39.4744316, 'lng': -106.0459934}",39.4744316,-106.04599340000001
300814,148 Broken Lance DR  Unit #3,Breckenridge,80424,2,2,1167,1975,Condominium,8/1/17,620000,2017,148 Broken Lance DR,148+Broken+Lance+DR+Breckenridge+CO,"{'lat': 39.4735088, 'lng': -106.0444321}",39.4735088,-106.0444321
3000702,423 Wild Irishman RD  Unit #13304,Dillon,80435,2,2,1026,1972,Condominium,10/5/17,363500,2017,423 Wild Irishman RD,423+Wild+Irishman+RD+Dillon+CO,"{'lat': 39.6041871, 'lng': -105.9723431}",39.604187100000004,-105.97234309999999
300070,326 N Main ST  Unit #3,Breckenridge,80424,2,2,864,1972,Condominium,4/26/17,350000,2017,326 N Main ST,326+N+Main+ST+Breckenridge+CO,"{'lat': 39.4869375, 'lng': -106.0458856}",39.4869375,-106.04588559999999
3000738,1977 Soda Ridge RD  Unit #1185,Dillon,80435,1,1,666,1973,Condominium,6/15/17,249000,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
3001421,21680 Us Highway 6  Unit #2046,Dillon,80435,3,2,1470,1979,Condominium,10/9/17,570000,2017,21680 Us Highway 6,21680+Us+Highway+6+Dillon+CO,"{'lat': 39.603812, 'lng': -105.9783558}",39.603812,-105.9783558
4200595,22080 Us Highway 6  Unit #1485,Dillon,80435,1,1,616,1975,Condominium,10/10/17,279500,2017,22080 Us Highway 6,22080+Us+Highway+6+Dillon+CO,"{'lat': 39.6070024, 'lng': -105.9702632}",39.6070024,-105.9702632
300069,301 N French ST  Unit #110,Breckenridge,80424,1,1,442,1972,Condominium,7/27/17,240000,2017,301 N French ST,301+N+French+ST+Breckenridge+CO,"{'lat': 39.4849238, 'lng': -106.0449602}",39.4849238,-106.04496019999999
3000528,1977 Soda Ridge RD  Unit #1189,Dillon,80435,2,1,991,1973,Condominium,7/19/17,379900,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
300052,550 Four Oclock RD  Unit #7,Breckenridge,80424,1,1,284,1972,Condominium,9/6/17,233000,2017,550 Four Oclock RD,550+Four+Oclock+RD+Breckenridge+CO,"{'lat': 39.4794748, 'lng': -106.0518713}",39.4794748,-106.0518713
3000340,22080 Us Highway 6  Unit #1493,Dillon,80435,1,1,616,1975,Condominium,10/31/17,292000,2017,22080 Us Highway 6,22080+Us+Highway+6+Dillon+CO,"{'lat': 39.6070024, 'lng': -105.9702632}",39.6070024,-105.9702632
3000198,1977 Soda Ridge RD  Unit #1180,Dillon,80435,1,1,666,1973,Condominium,5/26/17,245000,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
3000632,1977 Soda Ridge RD  Unit #1217,Dillon,80435,1,2,1045,1973,Condominium,5/26/17,329000,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
3000602,22080 Us Highway 6  Unit #1475,Dillon,80435,1,2,929,1975,Condominium,1/9/17,325000,2017,22080 Us Highway 6,22080+Us+Highway+6+Dillon+CO,"{'lat': 39.6070024, 'lng': -105.9702632}",39.6070024,-105.9702632
300034,760 Columbine RD  Unit #A-4,Breckenridge,80424,2,2,904,1973,Condominium,12/15/17,665000,2017,760 Columbine RD,760+Columbine+RD+Breckenridge+CO,"{'lat': 39.4739027, 'lng': -106.0459705}",39.473902700000004,-106.04597050000001
3000194,1977 Soda Ridge RD  Unit #1168,Dillon,80435,1,2,1045,1973,Condominium,7/7/17,361000,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
3000179,100 Wild Irishman RD  Unit #1118,Dillon,80435,1,2,1045,1973,Condominium,6/1/17,360000,2017,100 Wild Irishman RD,100+Wild+Irishman+RD+Dillon+CO,"{'lat': 39.60244369999999, 'lng': -105.97634}",39.60244369999999,-105.97634
3000675,530 Tennis Club RD  Unit #1329,Dillon,80435,2,3,1247,1974,Condominium,6/29/17,448000,2017,530 Tennis Club RD,530+Tennis+Club+RD+Dillon+CO,"{'lat': 39.6093008, 'lng': -105.9705571}",39.6093008,-105.9705571
3000264,393 Wild Irishman RD  Unit #16304,Dillon,80435,1,1,751,1972,Condominium,11/9/17,325000,2017,393 Wild Irishman RD,393+Wild+Irishman+RD+Dillon+CO,"{'lat': 39.60424, 'lng': -105.97283}",39.604240000000004,-105.97283
3000065,1977 Soda Ridge RD  Unit #1174,Dillon,80435,1,1,1008,1973,Condominium,10/10/17,322000,2017,1977 Soda Ridge RD,1977+Soda+Ridge+RD+Dillon+CO,"{'lat': 39.6020465, 'lng': -105.9746034}",39.6020465,-105.97460339999999
300006,110 Sawmill RD  Unit #1-B,Breckenridge,80424,1,1,296,1964,Condominium,8/18/17,210000,2017,110 Sawmill RD,110+Sawmill+RD+Breckenridge+CO,"{'lat': 39.4812164, 'lng': -106.0505625}",39.4812164,-106.0505625
3000658,320 Tennis Club RD  Unit #1306,Dillon,80435,2,3,1247,1974,Condominium,11/30/17,499000,2017,320 Tennis Club RD,320+Tennis+Club+RD+Dillon+CO,"{'lat': 39.60894649999999, 'lng': -105.9730862}",39.60894649999999,-105.9730862
